Taxa,Class,Order,Family,Genus,functional.group,Nitrogen.fixation,Si.demand,Mixotrophy,Colony,Mobility,Pigment,Ind_size,Colony_size,Source,System
Phormidium mucicola,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Phormidium,S1,1,0,0,1,0.5,B,,110,Orlane,Gv
Phormidium mucicola,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Phormidium,S1,1,0,0,1,0.5,B,,68,Kanako,
Phormidium mucicola,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Phormidium,S1,1,0,0,1,0.5,B,17,68,Maiko,Inba
Phormidium neotenue,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Phormidium,S1,1,0,0,1,0.5,B,,NA,SCOR,
Phormidium pseudopriestleyi,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Phormidium,S1,1,0,0,1,0.5,B,,NA,SCOR,
Phormidium retzii,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Phormidium,S1,1,0,0,1,0.5,B,,223.8219798,Kremer,
Phormidium sp.,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Phormidium,S1,1,0,0,1,0.5,B,7,280,Clark,Bw
Phormidium sp.,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Phormidium,S1,1,0,0,1,0.5,B,,280,Kanako,
Phormidium spp.,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Phormidium,S1,1,0,0,1,0.5,B,7,280,Maiko,Inba
Phormidium tenue,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Phormidium,S1,1,0,0,1,0.5,B,17,255,Clark,Bw
Phormidium tenue,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Phormidium,S1,1,0,0,1,0.5,B,,255,Kanako,
Phormidium tenue,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Phormidium,S1,1,0,0,1,0.5,B,17,255,Maiko,Inba
Phormidium tenue,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Phormidium,S1,1,0,0,1,0.5,B,,24,Cornell,Oneida
Pigmented flagellates,NA,NA,NA,NA,,0,0,1,0,1,,,NA,SCOR,
Pinnularia,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,MP,0,1,0,0,0,BW,,704.7148599,Klais,
Pinnularia,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,MP,0,1,0,0,0,BW,,NA,SCOR,
Pinnularia abaujensis,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,MP,0,1,0,0,0,BW,,4974,Kremer,
Pinnularia acrosphaeria,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,MP,0,1,0,0,0,BW,,60000,Orlane,Gv
Pinnularia acrosphaeria,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,MP,0,1,0,0,0,BW,,5451.384739,Kremer,
Pinnularia aestuarii,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,MP,0,1,0,0,0,BW,,NA,SCOR,
Pinnularia appendiculata,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,MP,0,1,0,0,0,BW,,436.8283444,Kremer,
Pinnularia biceps,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,MP,0,1,0,0,0,BW,,2446.611089,Kremer,
Pinnularia borealis,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,MP,0,1,0,0,0,BW,,1934.426816,Kremer,
Pinnularia braunii,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,MP,0,1,0,0,0,BW,,4000,Kanako,
Pinnularia braunii,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,MP,0,1,0,0,0,BW,,1637.512615,Kremer,
Pinnularia divergens,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,MP,0,1,0,0,0,BW,,7405.62701,Kremer,
Pinnularia divergentissima,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,MP,0,1,0,0,0,BW,,18,Kremer,
Pinnularia gibba,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,MP,0,1,0,0,0,BW,,NA,SCOR,
Pinnularia gibba,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,MP,0,1,0,0,0,BW,,5601.122572,Kremer,
Pinnularia intermedia,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,MP,0,1,0,0,0,BW,,42.53385178,Kremer,
Pinnularia interrupta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,MP,0,1,0,0,0,BW,,2122.312037,Kremer,
Pinnularia legumen,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,MP,0,1,0,0,0,BW,,1319,Kremer,
Pinnularia lundii,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,MP,0,1,0,0,0,BW,,1023.421137,Kremer,
Pinnularia mesolepta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,MP,0,1,0,0,0,BW,,765.397113,Kremer,
Pinnularia microstauron,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,MP,0,1,0,0,0,BW,,4025.673978,Kremer,
Pinnularia nobilis,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,MP,0,1,0,0,0,BW,,NA,SCOR,
Pinnularia nodosa,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,MP,0,1,0,0,0,BW,,1753.949989,Kremer,
Pinnularia obscura,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,MP,0,1,0,0,0,BW,,421.6170762,Kremer,
Pinnularia polyonca,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,MP,0,1,0,0,0,BW,,2262.851299,Kremer,
Pinnularia rupestris,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,MP,0,1,0,0,0,BW,,15766,Kremer,
Pinnularia sp.,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,MP,0,1,0,0,0,BW,,4000,Kanako,
Pinnularia spp.,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,MP,0,1,0,0,0,BW,,299.5974986,Lin,Ks
Pinnularia spp.,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,MP,0,1,0,0,0,BW,4000,4000,Maiko,Inba
Pinnularia stomatophora,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,MP,0,1,0,0,0,BW,,2161.129334,Kremer,
Pinnularia subcapitata,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,MP,0,1,0,0,0,BW,,1325.44557,Kremer,
Pinnularia subrostrata,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,MP,0,1,0,0,0,BW,,477.7681194,Kremer,
Pinnularia sudetica,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,MP,0,1,0,0,0,BW,,3717,Kremer,
Pinnularia viridis,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,MP,0,1,0,0,0,BW,,NA,SCOR,
Pinnularia viridis,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,MP,0,1,0,0,0,BW,,19579.57211,Kremer,
Placoneis clementis,Bacillariophyceae,Cymbellales,Cymbellaceae,Placoneis,MP,0,1,0,0,0,BW,,628.9678236,Kremer,
Placoneis elginensis,Bacillariophyceae,Cymbellales,Cymbellaceae,Placoneis,MP,0,1,0,0,0,BW,,1257.053875,Kremer,
Placoneis exigua,Bacillariophyceae,Cymbellales,Cymbellaceae,Placoneis,MP,0,1,0,0,0,BW,,1251.232013,Kremer,
Placoneis gastrum,Bacillariophyceae,Cymbellales,Cymbellaceae,Placoneis,MP,0,1,0,0,0,BW,,1829.325317,Kremer,
Placoneis placentula,Bacillariophyceae,Cymbellales,Cymbellaceae,Placoneis,MP,0,1,0,0,0,BW,,NA,SCOR,
Placoneis placentula,Bacillariophyceae,Cymbellales,Cymbellaceae,Placoneis,MP,0,1,0,0,0,BW,,2398.754966,Kremer,
Placoneis pseudanglica,Bacillariophyceae,Cymbellales,Cymbellaceae,Placoneis,MP,0,1,0,0,0,BW,,31.15114087,Kremer,
Plagiogramma,Bacillariophyceae,Cymatosirales,Cymatosiraceae,Plagiogrammopsis,,0,1,0,1,0,BW,,NA,SCOR,
Plagiogramma laeve,Bacillariophyceae,Triceratiales,Plagiogrammaceae,Plagiogramma,,0,1,0,1,0,BW,,NA,SCOR,
Plagiogrammopsis vanheurckii,Bacillariophyceae,Cymatosirales,Cymatosiraceae,Plagiogrammopsis,,0,1,0,1,0,BW,,NA,SCOR,
Plagioselmis,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Plagioselmis,,0,0,0,0,1,M,,NA,SCOR,
Plagioselmis nannoplanctica,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Plagioselmis,,0,0,0,0,1,M,,250.3129873,Klais,
Plagioselmis nannoplanctica,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Plagioselmis,,0,0,0,0,1,M,,NA,SCOR,
Plagioselmis prolonga,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Plagioselmis,,0,0,0,0,1,M,,65.52656769,Klais,
Plagioselmis prolonga,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Plagioselmis,,0,0,0,0,1,M,,NA,SCOR,
Plagioselmis prolonga var. nordica,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Plagioselmis,,0,0,0,0,1,M,,NA,SCOR,
Plagiospora,Florideophyceae,NA,NA,NA,,0,0,0,1,0,BW,,NA,SCOR,
Plagiotropis,Bacillariophyceae,Naviculales,Plagiotropidaceae,Plagiotropis,MP,0,1,0,0,0,BW,,NA,SCOR,
Plagiotropis lepidoptera,Bacillariophyceae,Naviculales,Plagiotropidaceae,Plagiotropis,MP,0,1,0,0,0,BW,,NA,SCOR,
Plagiotropis lepidoptera,Bacillariophyceae,Naviculales,Plagiotropidaceae,Plagiotropis,MP,0,1,0,0,0,BW,,16204.453,Kremer,
Planctococcus,Chlorophyceae,Tetrasporales,Sphaerocystidaceae,Planctococcus,F,0,0,0,1,0,G,,NA,SCOR,
Planctococcus sphaerocystiformis,Chlorophyceae,Tetrasporales,Sphaerocystidaceae,Planctococcus,F,0,0,0,1,0,G,,NA,SCOR,
Planctonema,Chlorophyceae,Oocystales,Oocystaceae,Planctonema,F,0,0,0,1,0,G,,51.00137877,Klais,
Planctonema,Chlorophyceae,Oocystales,Oocystaceae,Planctonema,F,0,0,0,1,0,G,,NA,SCOR,
Planctonema lauterborni,Chlorophyceae,Oocystales,Oocystaceae,Planctonema,F,0,0,0,1,0,G,94,94,Maiko,Inba
Planctonema lauterbornii,Chlorophyceae,Oocystales,Oocystaceae,Planctonema,F,0,0,0,1,0,G,,84.74778532,Klais,
Planctonema lauterbornii,Chlorophyceae,Oocystales,Oocystaceae,Planctonema,F,0,0,0,1,0,G,,471.2389,Kremer,
Planctonema sp.,Chlorophyceae,Oocystales,Oocystaceae,Planctonema,F,0,0,0,1,0,G,94,94,Maiko,Inba
Planktolyngbya,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Planktolyngbya,H1,0,0,0,1,0.5,B,,239.4504387,Klais,
Planktolyngbya,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Planktolyngbya,H1,0,0,0,1,0.5,B,,NA,SCOR,
Planktolyngbya contorta,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Planktolyngbya,H1,0,0,0,1,0.5,B,,364.7700312,Lin,Ks
Planktolyngbya contorta,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Planktolyngbya,H1,0,0,0,1,0.5,B,,175.780004,Klais,
Planktolyngbya contorta,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Planktolyngbya,H1,0,0,0,1,0.5,B,,NA,SCOR,
Planktolyngbya lacustris,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Planktolyngbya,H1,0,0,0,1,0.5,B,,NA,SCOR,
Planktolyngbya limnetica,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Planktolyngbya,H1,0,0,0,1,0.5,B,,46.57743977,Lin,Ks
Planktolyngbya limnetica,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Planktolyngbya,H1,0,0,0,1,0.5,B,,211.0449914,Klais,
Planktolyngbya limnetica,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Planktolyngbya,H1,0,0,0,1,0.5,B,,NA,SCOR,
Planktolyngbya undulata,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Planktolyngbya,H1,0,0,0,1,0.5,B,,NA,SCOR,
Planktoniella sol,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Planktoniella,,0,1,0,0,0,BW,,NA,SCOR,
Planktosphaeria gelatinosa,Chlorophyceae,Sphaeropleales,Neochloridaceae,Planktosphaeria,F,0,0,0,1,0,G,,520,Orlane,Gv
Planktosphaeria gelatinosa,Chlorophyceae,Sphaeropleales,Neochloridaceae,Planktosphaeria,F,0,0,0,1,0,G,600,600,Clark,Bw
Planktosphaeria gelatinosa,Chlorophyceae,Sphaeropleales,Neochloridaceae,Planktosphaeria,F,0,0,0,1,0,G,,NA,SCOR,
Planktosphaeria gelatinosa,Chlorophyceae,Sphaeropleales,Neochloridaceae,Planktosphaeria,F,0,0,0,1,0,G,,600,Kanako,
Planktosphaeria gelatinosa,Chlorophyceae,Sphaeropleales,Neochloridaceae,Planktosphaeria,F,0,0,0,1,0,G,,814.4812682,Kremer,
Planktosphaeria gelatinosa,Chlorophyceae,Sphaeropleales,Neochloridaceae,Planktosphaeria,F,0,0,0,1,0,G,600,600,Maiko,Inba
Planktosphaeria sp.,Chlorophyceae,Sphaeropleales,Neochloridaceae,Planktosphaeria,F,0,0,0,1,0,G,600,600,Clark,Bw
Planktosphaeria sp.,Chlorophyceae,Sphaeropleales,Neochloridaceae,Planktosphaeria,F,0,0,0,1,0,G,,600,Kanako,
Planktosphaeria sp.(a),Chlorophyceae,Sphaeropleales,Neochloridaceae,Planktosphaeria,F,0,0,0,1,0,G,600,600,Clark,Bw
Planktosphaeria sp.(a),Chlorophyceae,Sphaeropleales,Neochloridaceae,Planktosphaeria,F,0,0,0,1,0,G,,600,Kanako,
Planktosphaeria sp.(b),Chlorophyceae,Sphaeropleales,Neochloridaceae,Planktosphaeria,F,0,0,0,1,0,G,600,600,Clark,Bw
Planktosphaeria sp.(b),Chlorophyceae,Sphaeropleales,Neochloridaceae,Planktosphaeria,F,0,0,0,1,0,G,,600,Kanako,
Planktosphaeria spp.,Chlorophyceae,Sphaeropleales,Neochloridaceae,Planktosphaeria,F,0,0,0,0,0,G,600,600,Maiko,Inba
Planktothrix,Cyanophyceae,Oscillatoriales,Phormidiaceae,Planktothrix,S1,0,0,0,1,0.5,B,,1107.991787,Klais,
Planktothrix,Cyanophyceae,Oscillatoriales,Phormidiaceae,Planktothrix,S1,0,0,0,1,0.5,B,,NA,SCOR,
Planktothrix agardhii,Cyanophyceae,Oscillatoriales,Phormidiaceae,Planktothrix,S1,0,0,0,1,0.5,B,,525.2272113,Lin,Ks
Planktothrix agardhii,Cyanophyceae,Oscillatoriales,Phormidiaceae,Planktothrix,S1,0,0,0,1,0.5,B,,1947.733218,Klais,
Planktothrix agardhii,Cyanophyceae,Oscillatoriales,Phormidiaceae,Planktothrix,S1,0,0,0,1,0.5,B,,NA,SCOR,
Planktothrix agardhii,Cyanophyceae,Oscillatoriales,Phormidiaceae,Planktothrix,S1,0,0,0,1,0.5,B,,1376.114011,Kremer,
Planktothrix mougeotii,Cyanophyceae,Oscillatoriales,Phormidiaceae,Planktothrix,S1,0,0,0,1,0.5,B,,525.2272113,Lin,Ks
Planktothrix mougeotii,Cyanophyceae,Oscillatoriales,Phormidiaceae,Planktothrix,S1,0,0,0,1,0.5,B,,2138.20942,Klais,
Planktothrix mougeotii,Cyanophyceae,Oscillatoriales,Phormidiaceae,Planktothrix,S1,0,0,0,1,0.5,B,,NA,SCOR,
Planktothrix prolifica,Cyanophyceae,Oscillatoriales,Phormidiaceae,Planktothrix,S1,0,0,0,1,0.5,B,,NA,SCOR,
Planktothrix rubescens,Cyanophyceae,Oscillatoriales,Phormidiaceae,Planktothrix,S1,0,0,0,1,0.5,B,,2786.83,Orlane,Gv
Planktothrix spp.,Cyanophyceae,Oscillatoriales,Phormidiaceae,Planktothrix,S1,0,0,0,1,0.5,B,,225.1141085,Lin,Ks
Planonephros parvula,Cryptophyceae,Cryptomonadales,Hemiselmidaceae,Planonephros,,0,0,0,0,1,M,,NA,SCOR,
Planothidium calcar,Bacillariophyceae,Achnanthales,Achnanthaceae,Planothidium,MP,0,1,0,0,0,BW,,229.5620875,Kremer,
Planothidium delicatulum,Bacillariophyceae,Achnanthales,Achnanthaceae,Planothidium,MP,0,1,0,0,0,BW,,410.7567299,Kremer,
Planothidium dubium,Bacillariophyceae,Achnanthales,Achnanthaceae,Planothidium,MP,0,1,0,0,0,BW,,217.2111337,Kremer,
Planothidium hauckianum,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Planothidium,MP,0,1,0,0,0,BW,,NA,SCOR,
Planothidium hauckianum,Bacillariophyceae,Achnanthales,Achnanthaceae,Planothidium,MP,0,1,0,0,0,BW,,133.2943458,Kremer,
Planothidium lanceolatum,Bacillariophyceae,Achnanthales,Achnanthaceae,Planothidium,MP,0,1,0,0,0,BW,,129.4959562,Kremer,
Planothidium oestrupii,Bacillariophyceae,Achnanthales,Achnanthaceae,Planothidium,MP,0,1,0,0,0,BW,,320.3677396,Kremer,
Planothidium subatomoides,Bacillariophyceae,Achnanthales,Achnanthaceae,Planothidium,MP,0,1,0,0,0,BW,,56.75314245,Kremer,
Platydorina,Chlorophyceae,NA,NA,NA,,0,0,0,1,1,G,,NA,SCOR,
Plectonema tomasinianum,Cyanophyceae,Nostocales,Scytonemataceae,Plectonema,H1,,0,0,1,,B,,1400.919698,Kremer,
Pleodorina,Chlorophyceae,Chlamydomonadales,Volvocaceae,Pleodorina,,0,0,0,0,1,G,,NA,SCOR,
Pleodorina californica,Chlorophyceae,Chlamydomonadales,Volvocaceae,Pleodorina,,0,0,0,0,1,G,,460,Kanako,
Pleodorina californica,Chlorophyceae,Chlamydomonadales,Volvocaceae,Pleodorina,,0,0,0,0,1,G,460,460,Maiko,Inba
Pleodorina spp.,Chlorophyceae,Chlamydomonadales,Volvocaceae,Pleodorina,,0,0,0,0,1,G,460,460,Maiko,Inba
Pleurochrysis,Prymnesiophyceae,Coccolithales,Pleurochrysidaceae,Pleurochrysis,,0,0,0,0,1,BW,,NA,SCOR,
Pleurochrysis carterae,Prymnesiophyceae,Coccolithales,Pleurochrysidaceae,Pleurochrysis,,0,0,0,0,1,BW,,574.1780489,Klais,
Pleurogaster lunaris,Xanthophyceae,Mischococcales,Pleurochloridaceae,Pleurogaster,F,0,0,0,1,0,BW,,38.04975983,Kremer,
Pleurogaster sp.,Xanthophyceae,Mischococcales,Pleurochloridaceae,Pleurogaster,F,0,0,0,1,0,BW,39,39,Clark,Bw
Pleurogaster sp.,Xanthophyceae,Mischococcales,Pleurochloridaceae,Pleurogaster,F,0,0,0,1,0,BW,,39,Kanako,
Pleurosigma,Bacillariophyceae,Naviculales,Pleurosigmataceae,Pleurosigma,MP,0,1,0,0,0,BW,,89375.47816,Klais,
Pleurosigma,Bacillariophyceae,Naviculales,Pleurosigmataceae,Pleurosigma,MP,0,1,0,0,0,BW,,NA,SCOR,
Pleurosigma aestuarii,Bacillariophyceae,Naviculales,Pleurosigmataceae,Pleurosigma,MP,0,1,0,0,0,BW,,NA,SCOR,
Pleurosigma angulatum,Bacillariophyceae,Naviculales,Pleurosigmataceae,Pleurosigma,MP,0,1,0,0,0,BW,,NA,SCOR,
Pleurosigma angulatum,Bacillariophyceae,Naviculales,Pleurosigmataceae,Pleurosigma,MP,0,1,0,0,0,BW,,16560,Kremer,
Pleurosigma delicatulum,Bacillariophyceae,Naviculales,Pleurosigmataceae,Pleurosigma,MP,0,1,0,0,0,BW,,NA,SCOR,
Pleurosigma delicatulum,Bacillariophyceae,Naviculales,Pleurosigmataceae,Pleurosigma,MP,0,1,0,0,0,BW,,1275,Kremer,
Pleurosigma directum,Bacillariophyceae,Naviculales,Pleurosigmataceae,Pleurosigma,MP,0,1,0,0,0,BW,,NA,SCOR,
Pleurosigma diverse-striatum,Bacillariophyceae,Naviculales,Pleurosigmataceae,Pleurosigma,MP,0,1,0,0,0,BW,,NA,SCOR,
Pleurosigma elongatum,Bacillariophyceae,Naviculales,Pleurosigmataceae,Pleurosigma,MP,0,1,0,0,0,BW,,NA,SCOR,
Pleurosigma elongatum,Bacillariophyceae,Naviculales,Pleurosigmataceae,Pleurosigma,MP,0,1,0,0,0,BW,,33125,Kremer,
Pleurosigma formosum,Bacillariophyceae,Naviculales,Pleurosigmataceae,Pleurosigma,MP,0,1,0,0,0,BW,,NA,SCOR,
Pleurosigma normanii,Bacillariophyceae,Naviculales,Pleurosigmataceae,Pleurosigma,MP,0,1,0,0,0,BW,,NA,SCOR,
Pleurosigma planctonicum,Bacillariophyceae,Naviculales,Pleurosigmataceae,Pleurosigma,MP,0,1,0,0,0,BW,,NA,SCOR,
Pleurosigma salinarum,Bacillariophyceae,Naviculales,Pleurosigmataceae,Pleurosigma,MP,0,1,0,0,0,BW,,NA,SCOR,
Pleurosigma salinarum,Bacillariophyceae,Naviculales,Pleurosigmataceae,Pleurosigma,MP,0,1,0,0,0,BW,,5900.498355,Kremer,
Pleurosigma simonsenii,Bacillariophyceae,Naviculales,Pleurosigmataceae,Pleurosigma,MP,0,1,0,0,0,BW,,NA,SCOR,
Pleurosigma strigosum,Bacillariophyceae,Naviculales,Pleurosigmataceae,Pleurosigma,MP,0,1,0,0,0,BW,,47333.58998,Klais,
Pleurosigma strigosum,Bacillariophyceae,Naviculales,Pleurosigmataceae,Pleurosigma,MP,0,1,0,0,0,BW,,NA,SCOR,
Pleurosira laevis,Bacillariophyceae,Triceratiales,Triceratiaceae,Pleurosira,,0,1,0,0,0,BW,,NA,SCOR,
Pleurosira laevis,Coscinodiscophyceae,Triceratiales,Triceratiaceae,Pleurosira,,0,1,0,0,0,BW,,130496.391,Kremer,
Pleurotaenium,Chlorophyceae,Zygnematales,Desmidiaceae,Pleurotaenium,,0,0,0,0,0,G,,NA,SCOR,
Pleurotaenium ehrenbergii,Chlorophyceae,Zygnematales,Desmidiaceae,Pleurotaenium,,0,0,0,0,0,G,,36823.90528,Kremer,
Pleurotaenium minutum,Chlorophyceae,Zygnematales,Desmidiaceae,Pleurotaenium,,0,0,0,0,0,G,,4932.424149,Kremer,
Pleurotaenium sp.,Chlorophyceae,Zygnematales,Desmidiaceae,Pleurotaenium,,0,0,0,0,0,G,,1.00E+05,Kanako,
Pleurotaenium spp.,Chlorophyceae,Zygnematales,Desmidiaceae,Pleurotaenium,,0,0,0,0,0,G,1.00E+05,1.00E+05,Maiko,Inba
Pleurotaenium trabecula,Chlorophyceae,Zygnematales,Desmidiaceae,Pleurotaenium,,0,0,0,0,0,G,,742631.9691,Kremer,
Podosira,Bacillariophyceae,Melosirales,Hyalodiscaceae,Podosira,TB,0,1,0,0,0,BW,,NA,SCOR,
Podosira stelligera,Bacillariophyceae,Melosirales,Hyalodiscaceae,Podosira,TB,0,1,0,0,0,BW,,NA,SCOR,
Polyblepharides amylifera,Pyramimonadophyceae,Pyramimonadales,Polyblepharidaceae,Polyblepharides,,0,0,0,0,1,G,,NA,SCOR,
Polyblepharides singularis,Pyramimonadophyceae,Pyramimonadales,Polyblepharidaceae,Polyblepharides,,0,0,0,0,1,G,,4161.429198,Lin,Ks
Polyedriopsis spinulosa,Chlorophyceae,Sphaeropleales,Sphaeropleales incertae sedis,Polyedriopsis,F,0,0,0,0,0,G,,NA,SCOR,
Polyedriopsis spinulosa,Chlorophyceae,Sphaeropleales,Sphaeropleales incertae sedis,Polyedriopsis,F,0,0,0,0,0,G,,1000,Kanako,
Polyedriopsis spinulosa,Chlorophyceae,Sphaeropleales,Sphaeropleales incertae sedis,Polyedriopsis,F,0,0,0,0,0,G,,902.2609879,Lin,Ks
Polyedriopsis spinulosa,Chlorophyceae,Sphaeropleales,Sphaeropleales incertae sedis,Polyedriopsis,F,0,0,0,0,0,G,,NA,SCOR,
Polyedriopsis spinulosa,Chlorophyceae,Sphaeropleales,Sphaeropleales incertae sedis,Polyedriopsis,F,0,0,0,0,0,G,,759.5556032,Kremer,
Polyedriopsis spinulosa,Chlorophyceae,Sphaeropleales,Sphaeropleales incertae sedis,Polyedriopsis,F,0,0,0,0,0,G,1000,1000,Maiko,Inba
Polytoma,Chlorophyceae,Volvocales,Chlamydomonadaceae,Polytoma,,0,0,0,0,1,G,,364.694472,Klais,
Polytoma,Chlorophyceae,Volvocales,Chlamydomonadaceae,Polytoma,,0,0,0,0,1,G,,NA,SCOR,
Polytoma granuliferum,Chlorophyceae,Volvocales,Chlamydomonadaceae,Polytoma,,0,0,0,0,1,G,,1037.041453,Klais,
Polytoma granuliferum,Chlorophyceae,Volvocales,Chlamydomonadaceae,Polytoma,,0,0,0,0,1,G,,NA,SCOR,
Porosira,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Porosira,,0,1,0,1,0,BW,,NA,SCOR,
Porosira glacialis,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Porosira,,0,1,0,1,0,BW,,29221.29753,Klais,
Porosira glacialis,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Porosira,,0,1,0,1,0,BW,,NA,SCOR,
Prasinophyceae,Prasinophyceae,,,,,0,0,0,0,1,G,,75.67820415,Klais,
Prasinophyceae,Prasinophyceae,,,,,0,0,0,0,1,G,,NA,SCOR,
Preperidinium meunieri,Dinophyceae,Peridiniales,Protoperidiniaceae,Preperidinium,Y,0,0,1,0,1,BW,,23698.06101,Klais,
Preperidinium meunieri,Dinophyceae,Peridiniales,Protoperidiniaceae,Preperidinium,Y,0,0,1,0,1,BW,,NA,SCOR,
Proboscia alata,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Proboscia,A,0,1,0,1,0,BW,,14527.7179,Klais,
Proboscia alata,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Proboscia,A,0,1,0,1,0,BW,,NA,SCOR,
Proboscia alata f. gracillima,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Proboscia,A,0,1,0,1,0,BW,,NA,SCOR,
Proboscia curvirostris,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Proboscia,A,0,1,0,1,0,BW,,NA,SCOR,
Proboscia indica,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Proboscia,A,0,1,0,1,0,BW,,NA,SCOR,
Proboscia truncata,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Proboscia,A,0,1,0,1,0,BW,,NA,SCOR,
Prochlorothrix,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Prochlorothrix,H1,0,0,0,1,0.5,B,,186.0275306,Klais,
Prochlorothrix,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Prochlorothrix,H1,0,0,0,1,0.5,B,,NA,SCOR,
Prorocentrum,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Lm,0,0,1,0,1,BW,,2350.129117,Klais,
Prorocentrum,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Lm,0,0,1,0,1,BW,,NA,SCOR,
Prorocentrum balticum,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Lm,0,0,1,0,1,BW,,913.4273652,Klais,
Prorocentrum balticum,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Lm,0,0,1,0,1,BW,,NA,SCOR,
